School Name,URL,State
Rockland Community College,http://sunyrockland.edu,NY
Suffolk County Community College,http://sunysuffolk.edu,NY
Westchester Community College,http://sunywcc.edu,NY
Syracuse University,http://syr.edu,NY
Tompkins Cortland Community College,http://tc3.edu,NY
The Touro College and University System,http://touro.edu,NY
Touro College Jacob D. Fuchsberg Law Center,http://tourolaw.edu,NY
Union College,http://union.edu,NY
Upstate Medical University,http://upstate.edu,NY
United States Military Academy West Point,http://usma.edu,NY
Utica College,http://utica.edu,NY
Vassar College,http://vassar.edu,NY
Wagner College,http://wagner.edu,NY
Wells College,http://wells.edu,NY
Yeshiva University,http://yu.edu,NY
Canton State University of New York,http://canton.edu,NY
Excelsior College,http://excelsior.edu,NY
Culinary Institute of America,http://ciachef.edu,NY
Ashland University,http://ashland.edu,OH
Aultman College of Nursing and Health Sciences,http://aultmancollege.edu,OH
Belmont College,http://belmontcollege.edu,OH
Bowling Green State University,http://bgsu.edu,OH
Baldwin Wallace University,http://bw.edu,OH
Capital University,http://capital.edu,OH
Case Western Reserve University,http://case.edu,OH
Cincinnati College of Mortuary Science,http://ccms.edu,OH
Cedarville University,http://cedarville.edu,OH
Central State University,http://centralstate.edu,OH
Cincinnati State Technical and Community College,http://cincinnatistate.edu,OH
Central Ohio Technical College,http://cotc.edu,OH
Columbus State Community College,http://cscc.edu,OH
Cleveland State University,http://csuohio.edu,OH
Western Reserve University,http://cwru.edu,OH
Defiance College,http://defiance.edu,OH
Denison University,http://denison.edu,OH
The University of Findlay,http://findlay.edu,OH
Franklin University,http://franklin.edu,OH
Heidelberg University,http://heidelberg.edu,OH
Hiram College,http://hiram.edu,OH
Hocking College,http://hocking.edu,OH
John Carroll University,http://jcu.edu,OH
Kettering College,http://kc.edu,OH
Kent State University,http://kent.edu,OH
Kenyon College,http://kenyon.edu,OH
Lakeland Community College,http://lakelandcc.edu,OH
Lima Central Catholic High School,http://lcchs.edu,OH
Lorain County Community College,http://lorainccc.edu,OH
Malone University,http://malone.edu,OH
Marietta College,http://marietta.edu,OH
Miami University,http://miamioh.edu,OH
University of Mount Union,http://mountunion.edu,OH
Mount Saint Joseph University,http://msj.edu,OH
Muskingum University,http://muskingum.edu,OH
Mount Vernon Nazarene University,http://mvnu.edu,OH
North Central State College,http://ncstatecollege.edu,OH
Oberlin College and Conservatory,http://oberlin.edu,OH
Ohio University,http://ohio.edu,OH
Ohio Dominican University,http://ohiodominican.edu,OH
Ohio State University,http://osu.edu,OH
Ohio Northern University,http://onu.edu,OH
Otterbein University,http://otterbein.edu,OH
Owens Community College,http://owens.edu,OH
Ohio Wesleyan University,http://owu.edu,OH
University of Rio Grande,http://rio.edu,OH
Shawnee State University,http://shawnee.edu,OH
Sinclair Community College,http://sinclair.edu,OH
Tiffin University,http://tiffin.edu,OH
Cuyahoga Community College,http://tri-c.edu,OH
The University of Akron,http://uakron.edu,OH
University of Cincinnati,http://uc.edu,OH
University of Cincinnati Blue Ash,http://ucblueash.edu,OH
University of Cincinnati Clermont,http://ucclermont.edu,OH
University of Dayton,http://udayton.edu,OH
Urbana University,http://urbana.edu,OH
Ursuline College,http://ursuline.edu,OH
University of Toledo,http://utoledo.edu,OH
Walsh University,http://walsh.edu,OH
Wilmington College,http://wilmington.edu,OH
Wittenberg University,http://wittenberg.edu,OH
The College of Wooster,http://wooster.edu,OH
Wright State University,http://wright.edu,OH
Xavier University,http://xavier.edu,OH
Youngstown State University,http://ysu.edu,OH
Ohio State University,http://osu.edu,OH
Cameron University,http://cameron.edu,OK
Connors State College,http://connorsstate.edu,OK
East Central University,http://ecok.edu,OK
Langston University,http://langston.edu,OK
Mid-America Christian University,http://macu.edu,OK
Meridian Technology Center,http://meridiantech.edu,OK
Northeastern State University,http://nsuok.edu,OK
Northwestern Oklahoma State University,http://nwosu.edu,OK
Oklahoma Christian University,http://oc.edu,OK
Oklahoma City Community College,http://occc.edu,OK
Oklahoma City University,http://okcu.edu,OK
Oklahoma State University,http://okstate.edu,OK
Oral Roberts University,http://oru.edu,OK
Oklahoma State University Institue of Technology,http://osuit.edu,OK
Oklahoma State University,http://osuokc.edu,OK
The University of Oklahoma,http://ou.edu,OK
The University of Oklahoma Health Sciences Center,http://ouhsc.edu,OK
Rose State College,http://rose.edu,OK
Rogers State University,http://rsu.edu,OK
Southeastern Oklahoma State University,http://se.edu,OK
Southwestern Christian University,http://swcu.edu,OK
Southwestern Oklahoma State Univeristy,http://swosu.edu,OK
Tulsa Community College,http://tulsacc.edu,OK
University of Central Oklahoma,http://uco.edu,OK
University of Science and Arts of Oklahoma,http://usao.edu,OK
University of Tulsa,http://utulsa.edu,OK
Western Oklahoma State College,http://wosc.edu,OK
Blue Mountain Community College,http://bluecc.edu,OR
Clatsop Community College,http://clatsopcc.edu,OR
Central Oregon Community College,http://cocc.edu,OR
Columbia School of English,http://cs.edu,OR
Concordia University Portland Oregon,http://cu-portland.edu,OR
Eastern Oregon University,http://eou.edu,OR
George Fox University,http://georgefox.edu,OR
Lane Community College,http://lanecc.edu,OR
Lewis and Clark,http://lclark.edu,OR
Linfield College,http://linfield.edu,OR
Linn-Benton Community College,http://linnbenton.edu,OR
Marylhurst University,http://marylhurst.edu,OR
National College of Natural Medicine,http://ncnm.edu,OR
Oregon Health and Science University,http://ohsu.edu,OR
Oregon State University,http://oregonstate.edu,OR
Pacific University Oregon,http://pacificu.edu,OR
Portland Community College,http://pcc.edu,OR
Portland State University,http://pdx.edu,OR
Reed College,http://reed.edu,OR
Rogue Community College,http://roguecc.edu,OR
Southwestern Oregon Community College,http://socc.edu,OR
Southern Oregon University,http://sou.edu,OR
University of Oregon,http://uoregon.edu,OR
University of Portland,http://up.edu,OR
Warner Pacific College,http://warnerpacific.edu,OR
Willamette University,http://willamette.edu,OR
Western Oregon University,http://wou.edu,OR
Allegheny College,http://allegheny.edu,PA
Alvernia University,http://alvernia.edu,PA
Arcadia University,http://arcadia.edu,PA
Baptist Bible College & Seminary,http://bbc.edu,PA
Butler County Community College,http://bc3.edu,PA
Bloomsburg University,http://bloomu.edu,PA
Bryn Mawr College,http://brynmawr.edu,PA
Bucknell University,http://bucknell.edu,PA
Bucks County Community College,http://bucks.edu,PA
California University of Pennsylvania,http://calu.edu,PA
Carlow University,http://carlow.edu,PA
Community College of Allegheny County,http://ccac.edu,PA
Community College of Philadelphia,http://ccp.edu,PA
Cedar Crest College,http://cedarcrest.edu,PA
Chatham University,http://chatham.edu,PA
Chestnut Hill College,http://chc.edu,PA
Clarion University,http://clarion.edu,PA
Carnegie Mellon University,http://cmu.edu,PA
Delaware County Community College,http://dccc.edu,PA
Delaware Valley College,http://delval.edu,PA
Dickinson College,http://dickinson.edu,PA
Drexel University,http://drexel.edu,PA
Drexel University College of Medicine,http://drexelmed.edu,PA
Duquesne University,http://duq.edu,PA
Eastern University,http://eastern.edu,PA
Edinboro University,http://edinboro.edu,PA
Elizabethtown College,http://etown.edu,PA
Evangelical Seminary,http://evangelical.edu,PA
Franklin & Marshall College,http://fandm.edu,PA
Saint Francis University,http://francis.edu,PA
Grove City College,http://gcc.edu,PA
Geneva College,http://geneva.edu,PA
Gettysburg College,http://gettysburg.edu,PA
Harrisburg Area Community College,http://hacc.edu,PA
Haverford College,http://haverford.edu,PA
Holy Family University,http://holyfamily.edu,PA
Indiana University of Pennsylvania,http://iup.edu,PA
Thomas Jefferson University,http://jefferson.edu,PA
Juniata College,http://juniata.edu,PA
Keystone College,http://keystone.edu,PA
King's College,http://kings.edu,PA
Kutztown University,http://kutztown.edu,PA
Lackawanna College,http://lackawanna.edu,PA
Lafayette College,http://lafayette.edu,PA
Lancaster County Career and Technology Center,http://lancasterctc.edu,PA
Lancaster Theological Seminary,http://lancasterseminary.edu,PA
La Roche College,http://laroche.edu,PA
La Salle University,http://lasalle.edu,PA
Lehigh Carbon Community College,http://lccc.edu,PA
Lake Erie College of Osteopathic Medicine,http://lecom.edu,PA
Lehigh University,http://lehigh.edu,PA
Lock Haven University,http://lhup.edu,PA
The Lincoln University,http://lincoln.edu,PA
Lansdale School of Business,http://lsb.edu,PA
Lebanon Valley College,http://lvc.edu,PA
Lycoming College,http://lycoming.edu,PA
Manor College,http://manor.edu,PA
Mansfield University,http://mansfield.edu,PA
Marywood University,http://marywood.edu,PA
Montgomery County Community College,http://mc3.edu,PA
Mercyhurst University,http://mercyhurst.edu,PA
Messiah College,http://messiah.edu,PA
Millersville University,http://millersville.edu,PA
Misericordia University,http://misericordia.edu,PA
Moravian College,http://moravian.edu,PA
Mount Aloysius College,http://mtaloy.edu,PA
Muhlenberg College,http://muhlenberg.edu,PA
Neumann University,http://neumann.edu,PA
Northampton Community College,http://northampton.edu,PA
Pennsylvania Gunsmith School,http://pagunsmith.edu,PA
Philadelphia College of Osteopathic Medicine,http://pcom.edu,PA
Pennsylvania College of Technology,http://pct.edu,PA
Philadelphia University,http://philau.edu,PA
University of Pittsburgh,http://pitt.edu,PA
Penn State University,http://psu.edu,PA
Reading Area Community College,http://racc.edu,PA
Robert Morris University,http://rmu.edu,PA
Saint Vincent Seminary,http://saintvincentseminary.edu,PA
Salus University,http://salus.edu,PA
The University of Scranton,http://scranton.edu,PA
Shippensburg University,http://ship.edu,PA
Saint Joseph's University,http://sju.edu,PA
Slippery Rock University,http://sru.edu,PA
Saint Vincent College,http://stvincent.edu,PA
Susquehanna University,http://susqu.edu,PA
Swarthmore College,http://swarthmor.edu,PA
Temple University,http://temple.edu,PA
The American College of Financial Services,http://theamericancollege.edu,PA
Thiel College,http://thiel.edu,PA
University of the Arts,http://uarts.edu,PA
University of Pennsylvania,http://upenn.edu,PA
University of the Sciences in Philadelphia,http://usciences.edu,PA
Valley Forge Christian College,http://vfcc.edu,PA
Villanova University,http://villanova.edu,PA
Washington and Jefferson College,http://washjeff.edu,PA
Westmoreland County Community College,http://wccc.edu,PA
West Chester University,http://wcupa.edu,PA
Westminster College,http://westminster.edu,PA
Widener University,http://widener.edu,PA
Wilkes University,http://wilkes.edu,PA
Wilson College,http://wilson.edu,PA
York College of Pennsylvania,http://ycp.edu,PA
Pennsylvania Academy of the Fine Arts,http://pafa.edu,PA
East Stroudsburg University,http://esu.edu,PA
Ursinus College,http://ursinus.edu,PA
DeSales University,http://desales.edu,PA
Lancaster Bible College,http://lbc.edu,PA
Cheyney University of Pennsylvania,http://cheyney.edu,PA
Brown University,http://brown.edu,RI
Bryant University,http://bryant.edu,RI
Community College of Rhode Island,http://ccri.edu,RI
Johnson and Wales University,http://jwu.edu,RI
New England Institute of Technology,http://neit.edu,RI
Providence College,http://providence.edu,RI
The University of Rhode Island,http://uri.edu,RI
Rhode Island College,http://ric.edu,RI
Rhose Island School of Design,http://risd.edu,RI
Roger Williams University,http://rwu.edu,RI
University of Rhode Island,http://uri.edu,RI
Centura College,http://centura.edu,SC
The Citadel Military College of South Carolina,http://citadel.edu,SC
Columbia International University,http://ciu.edu,SC
Clemson University,http://clemson.edu,SC
Coastal Carolina University,http://coastal.edu,SC
College of Charleston,http://cofc.edu,SC
Coker College,http://coker.edu,SC
Columbia College South Carolina,http://columbiasc.edu,SC
Florence-Darlington Technical College,http://fdtc.edu,SC
Francis Marion University,http://fmarion.edu,SC
Forrest College,http://forrestcollege.edu,SC
Furman University,http://furman.edu,SC
Lander University,http://lander.edu,SC
Limestone College,http://limestone.edu,SC
Midlands Technical College,http://midlandstech.edu,SC
Medical University of South Carolina,http://musc.edu,SC
Newberry College,http://newberry.edu,SC
North Greenville University,http://ngu.edu,SC
Orangeburg-Calhoun Technical College,http://octech.edu,SC
Presbyterian College,http://presby.edu,SC
University of South Carolina,http://sc.edu,SC
South Carolina State University,http://scsu.edu,SC
Sinte Gleska University,http://sintegleska.edu,SC
Spartanburg Methodist College,http://smcsc.edu,SC
TriCounty Technical College,http://tctc.edu,SC
University of South Carolina Aiken,http://usca.edu,SC
University of South Carolina Beaufort,http://uscb.edu,SC
University of South Carolina Upstate,http://uscupstate.edu,SC
Winthrop University,http://winthrop.edu,SC
Wofford College,http://wofford.edu,SC
York Technical College,http://yorktech.edu,SC
Bob Jones University,http://bju.edu,SC
Anderson University,http://andersonuniversity.edu,SC
Black Hills State University,http://bhsu.edu,SD
Dakota State University,http://dsu.edu,SD
Dakota Wesleyan University,http://dwu.edu,SD
Mount Marty College,http://mtmc.edu,SD
Northern State University,http://northern.edu,SD
South Dakota School of Mines and Technology,http://sdsmt.edu,SD
South Dakota State University,http://sdstate.edu,SD
University of South Dakota,http://usd.edu,SD
University of Sioux Falls,http://usioxfalls.edu,SD
Western Dakota Technical Institute,http://wdt.edu,SD
Austin Peay State University,http://apsu.edu,TN
Belmont University,http://belmont.edu,TN
Bryan College,http://bryan.edu,TN
Christian Brothers University,http://cbu.edu,TN
Carson-Newman University,http://cn.edu,TN
Columbia State Community College,http://columbiastate.edu,TN
Cumberland University,http://cumberland.edu,TN
DeVry University,http://devry.edu,TN
East Tennessee State University,http://etsu.edu,TN
Freed-Hardeman University,http://fhu.edu,TN
Fisk University,http://fisk.edu,TN
Huntington College of Health Sciences,http://hchs.edu,TN
Hiwassee College,http://hiwassee.edu,TN
Johnson University,http://johnsonu.edu,TN
Jackson State Community College,http://jscc.edu,TN
Lee University,http://leeuniversity.edu,TN
Lincoln Memorial University,http://lmunet.edu,TN
The LeMoyne-Owen College,http://loc.edu,TN
The University of Memphis,http://memphis.edu,TN
Milligan College,http://milligan.edu,TN
Middle Tennessee State University,http://mtsu.edu,TN
Nashville State Community College,http://nscc.edu,TN
Pellissippi State Community College,http://pstcc.edu,TN
Rhodes College,http://rhodes.edu,TN
Roane State Community College,http://roanestate.edu,TN
Southern College of Optometry,http://sco.edu,TN
Sewanee The University of the South,http://sewanee.edu,TN
Southern Adventist University,http://southern.edu,TN
The University of Tennessee,http://tennessee.edu,TN
Southwest Tennessee Community College,http://tn.edu,TN
Tennessee State University,http://tnstate.edu,TN
Tennessee Technological University,http://tntech.edu,TN
Tennessee Wesleyan College,http://twcnet.edu,TN
University of Tennessee Chattanooga,http://utc.edu,TN
University of Tennessee Health Science Center,http://uthsc.edu,TN
University of Tennessee Knoxville,http://utk.edu,TN
University of Tennessee Martin,http://utm.edu,TN
University of Tennessee Space Institute,http://utsi.edu,TN
Union University,http://uu.edu,TN
Vanderbilt University,http://vanderbilt.edu,TN
Volunteer State Community College,http://volstate.edu,TN
King University,http://king.edu,TN
Abilene Christian University,http://acu.edu,TX
Alamo Colleges,http://alamo.edu,TX
Alvin Community College,http://alvincollege.edu,TX
Angelo State University,http://angelo.edu,TX
Austin Community College District,http://austincc.edu,TX
Austin College,http://austincollege.edu,TX
Austin Graduate School of Theology,http://austingrad.edu,TX
Baylor University,http://baylor.edu,TX
Blinn College,http://blinn.edu,TX
Brazosport College,http://brazosport.edu,TX
Brookhaven College,http://brookhavencollege.edu,TX
Baptist Health System School of Health Professions,http://bshp.edu,TX
Career Point College,http://careerpointcollege.edu,TX
Cedar Valley College,http://cedarvalleycollege.edu,TX
Coastal Bend College,http://coastalbend.edu,TX
College of the Mainland,http://com.edu,TX
Concordia University Texas,http://concordia.edu,TX
Central Texas College,http://ctcd.edu,TX
Culinary Institute LeNotre,http://culinaryinstitute.edu,TX
Dallas Baptist University,http://dbu.edu,TX
Del Mar College,http://delmar.edu,TX
Dallas Nursing Institute,http://dni.edu,TX
El Paso Community College,http://epcc.edu,TX
East Texas Baptist University,http://etbu.edu,TX
Galen College of Nursing,http://galencollege.edu,TX
Galveston College,http://gc.edu,TX
Grayson College,http://grayson.edu,TX
Houston Baptist University,http://hbu.edu,TX
Houston Community College,http://hccs.edu,TX
Hill College,http://hillcollege.edu,TX
Howard College,http://howardcollege.edu,TX
Howard Payne University,http://hputx.edu,TX
Lamar University,http://lamar.edu,TX
Lamar State College - Port Arthur,http://lamarpa.edu,TX
Lubbock Christian University,http://lcu.edu,TX
LeTourneau University,http://letu.edu,TX
Lamar Institute of Technology,http://lit.edu,TX
Lone Star College System,http://lonestar.edu,TX
Lamar State College - Orange,http://lsco.edu,TX
McLennan Community College,http://mclennan.edu,TX
McMurry University,http://mcm.edu,TX
Midland College,http://midland.edu,TX
Midwestern State University,http://mwsu.edu,TX
National American University,http://national.edu,TX
North Central Texas College,http://nctc.edu,TX
North American University,http://northamerican.edu,TX
North Lake College,http://northlakecollege.edu,TX
Odessa College,http://odessa.edu,TX
Ogle School,http://ogleschool.edu,TX
Our Lady of the Lake University,http://ollusa.edu,TX
Panola College,http://panola.edu,TX
Patty Hands Shelton School of Nursing,http://phssn.edu,TX
Prairie View A&M University,http://pvamu.edu,TX
Rice University,http://rice.edu,TX
Richland College,http://richlandcollege.edu,TX
San Jacinto College,http://sanjac.edu,TX
Schreiner University,http://schreiner.edu,TX
Stephen F. Austin State University,http://sfasu.edu,TX
Sam Houston State University,http://shsu.edu,TX
Southern Methodist University,http://smu.edu,TX
South Plains College,http://southplainscollege.edu,TX
South Texas College,http://southtexascollege.htp,TX
Southwestern University,http://southwestern.edu,TX
Seminary of the Southwest,http://ssw.edu,TX
South Texas College of Law,http://stcl.edu,TX
Saint Edward's University,http://stedwards.edu,TX
Saint Mary's University,http://stmarytx.edu,TX
University of Saint Thomas,http://stthom.edu,TX
Texas A&M Health Science Center,http://tamhsc.edu,TX
Texas A&M International University,http://tamiu.edu,TX
Texas A&M University,http://tamu.edu,TX
Texas A&M University Commerce,http://tamuc.edu,TX
Texas A&M University Corpus Christi,http://tamucc.edu,TX
Texas A&M University Kingsville,http://tamuk.edu,TX
Texas A&M University Texarkana,http://tamut.edu,TX
Tarleton State University,http://tarleton.edu,TX
Texas Christian University,http://tcu.edu,TX
Temple College,http://templejc.edu,TX
Tyler Junior College,http://tjc.edu,TX
Trinity University,http://trinity.edu,TX
Texas State Technical College,http://tstc.edu,TX
Texas Southern University,http://tsu.edu,TX
Texas Tech University,http://ttu.edu,TX
Texas Tech University Health Sciences Center,http://ttuhsc.edu,TX
Texas Woman's University,http://twu.edu,TX
Texas Chiropractic College,http://txchiro.edu,TX
Texas State University,http://txstate.edu,TX
University of Dallas,http://udallas.edu,TX
Universty of Houston,http://uh.edu,TX
University of Houston Clear Lake,http://uhcl.edu,TX
University of Houston Downtown,http://uhd.edu,TX
University of the Incarnate Word,http://uiw.edu,TX
University of Mary Hardin-Baylor,http://umhb.edu,TX
University of North Texas,http://unt.edu,TX
University of North Texas Health Science Center,http://unthsc.edu,TX
University of Texas Arlington,http://uta.edu,TX
University of Texas Brownsville,http://utb.edu,TX
University of Texas Dallas,http://utdallas.edu,TX
University of Texas at El Paso,http://utep.edu,TX
University of Texas at Austin,http://utexas.edu,TX
University of Texas Health Science Center Houston,http://uth.edu,TX
University of Texas Health Science Center San Antonio,http://uthscsa.edu,TX
University of Texas Medical Branch at Galveston,http://utmb.edu,TX
University of Texas Pan American,http://utpa.edu,TX
University of Texas of the Permian Basin,http://utpb.edu,TX
University of Texas at San Antonio,http://utsa.edu,TX
University of Texas Southwestern Medical Center,http://utsouthwestern.edu,TX
University of Texas at Tyler,http://uttyler.edu,TX
Valley Grande Institute,http://vgi.edu,TX
Victoria College,http://victoriacollege.edu,TX
Wayland Baptist University,http://wbu.edu,TX
Weatherford College,http://wc.edu,TX
West Texas A&M University,http://wtamu.edu,TX
University of the Virgin Islands,http://uvi.edu,U.S. Virgin Islands
Brigham Young University,http://byu.edu,UT
Dixie State University,http://dixie.edu,UT
Salt Lake Community College,http://slcc.edu,UT
Snow College,http://snow.edu,UT
Southern Utah University,http://suu.edu,UT
Utah State University,http://usu.edu,UT
University of Utah,http://utah.edu,UT
Utah Valley University,http://uvu.edu,UT
Weber State University,http://weber.edu,UT
Western Governors University,https://www.wgu.edu/,UT
Averett University,http://averett.edu,VA
Christendom College,http://christendom.edu,VA
Christopher Newport University,http://cnu.edu,VA
Dabney S. Lancaster Community College,http://dslcc.edu,VA
Eastern Mennonite University,http://emu.edu,VA
Eastern Virginia Medical School,http://evms.edu,VA
Ferrum College,http://ferrum.edu,VA
Germanna Community College,http://germanna.edu,VA
George Mason University,http://gmu.edu,VA
Hampden-Sydney College,http://hsc.edu,VA
The Institute for the Psychological Sciences,http://ipsciences.edu,VA
James Madison University,http://jmu.edu,VA
Liberty University,http://liberty.edu,VA
Longwood University,http://longwood.edu,VA
Marymount University,http://marymount.edu,VA
New River Community College,http://nr.edu,VA
Norfolk State University,http://nsu.edu,VA
Northern Virginia Community College,http://nvcc.edu,VA
Old Dominion University,http://odu.edu,VA
Radford University,http://radford.edu,VA
Randolph College,http://randolphcollege.edu,VA
Rappahannock Community College,http://rappahannock.edu,VA
Regent University,http://regent.edu,VA
Reynolds Community College,http://reynolds.edu,VA
University of Richmond,http://richmond.edu,VA
Randolph-Macon College,http://rmc.edu,VA
Roanoke College,http://roanoke.edu,VA
Sentara College of Health Sciences,http://sentara.edu,VA
Stratford University,http://stratford.edu,VA
Shenandoah University,http://su.edu,VA
Southern Virgina University,http://svu.edu,VA
Southwest Virgina Community College,http://sw.edu,VA
Tidewater Community College,http://tcc.edu,VA
Thomas Nelson Community College,http://tncc.edu,VA
University of Mary Washington,http://umw.edu,VA
University of Virginia's College at Wise,http://uvawise.edu,VA
Virginia's Community Colleges,http://vccs.edu,VA
Virginia Commonwealth University,http://vcu.edu,VA
Virgina Highlands Community College,http://vhcc.edu,VA
Virginia Institute of Marine Science,http://vims.edu,VA
University of Virginia,http://virginia.edu,VA
Virginia Western Community College,http://virginiawestern.edu,VA
Virginia International University,http://viu.edu,VA
Virginia State University,http://vsu.edu,VA
Virginia Polytechnic Institute and State University,http://vt.edu,VA
Virginia Union University,http://vuu.edu,VA
Virginia Wesleyan College,http://vwc.edu,VA
Washington and Lee University,http://wlu.edu,VA
The College of William and Mary,http://wm.edu,VA
Castleton State College of Vermont,http://castleton.edu,VT
Champlain College,http://champlain.edu,VT
Green Mountain College,http://greenmtn.edu,VT
Johnson State College,http://jsc.edu,VT
Middlebury College,http://middlebury.edu,VT
New England Culinary Institute,http://neci.edu,VT
Norwich University,http://norwich.edu,VT
School for International Training,http://sit.edu,VT
Saint Michael's College,http://smcvt.edu,VT
University of Vermont,http://uvm.edu,VT
University of Vermont,http://uvm.edu,VT
Vermont Law School,http://vermontlaw.edu,VT
Vermont Technical College,http://vtc.edu,VT
Bennington College,http://bennington.edu,VT
Bellevue College,http://bellevuecollege.edu,WA
Big Bend Community College,http://bigbend.edu,WA
Cascadia Community College,http://cascadia.edu,WA
Centralia College,http://centralia.edu,WA
Charter College,http://chartercollege.edu,WA
Clark College,http://clark.edu,WA
Central Washington University,http://cwu.edu,WA
DigiPen Institute of Technology,http://digipen.edu,WA
Edmonds Community College,http://edcc.edu,WA
Everett Community College,http://everettcc.edu,WA
The Evergreen State College,http://evergreen.edu,WA
Eastern Washington University,http://ewu.edu,WA
Faith Evangelical College and Seminary,http://faithseminary.edu,WA
Gonzaga University,http://gonzaga.edu,WA
Green River Community College,http://greenriver.edu,WA
Highline College,http://highline.edu,WA
Mukogawa Fort Wright Institute,http://mfwi.edu,WA
North Seattle College,http://northseattle.edu,WA
Olympic College,http://olympic.edu,WA
Peninsula College,http://pencol.edu,WA
Perry Technical Institute,http://perrytech.edu,WA
Pacific Lutheran University,http://plu.edu,WA
Renton Technical College,http://rtc.edu,WA
Seattle Central College,http://seattlecentral.edu,WA
Seattle University,http://seattleu.edu,WA
Shoreline Community College,http://shoreline.edu,WA
Seattle Institute of Oriental Medicine,http://siom.edu,WA
Skagit Valley College,http://skagit.edu,WA
South Seattle College,http://southseattle.edu,WA
Spokane Falls Community College,http://spokanefalls.edu,WA
Seattle Pacific University,http://spu.edu,WA
Saint Martin's University,http://stmartin.edu,WA
University of Puget Sound,http://pugetsound.edu,WA
University of Washington,http://uw.edu,WA
University of Washington Bothell,http://uwb.edu,WA
Walla Walla University,http://wallawalla.edu,WA
Whitman College,http://whitman.edu,WA
Whitworth University,http://whitworth.edu,WA
Washington State University,http://wsu.edu,WA
Wenatchee Valley College,http://wvc.edu,WA
Walla Walla Community College,http://wwcc.edu,WA
Western Washington University,http://wwu.edu,WA
Yakima Valley Community College,http://yvcc.edu,WA
University of Washington,http://washington.edu,WA
Alverno College,http://alverno.edu,WI
Carroll University,http://carrollu.edu,WI
Carthage College,http://carthage.edu,WI
Chippewa Valley Technical College,http://cvtc.edu,WI
Edgewood College,http://edgewood.edu,WI
Gateway Technical College,http://gtc.edu,WI
The Institute of Beauty and Wellness,http://ibw.edu,WI
Lawrence University,http://lawrence.edu,WI
Madison Area Technical College,http://madisoncollege.edu,WI
Marquette University,http://marquette.edu,WI
Milwaukee Area Technical College,http://matc.edu,WI
Medical College of Wisconsin,http://mcw.edu,WI
Milwaukee Institute of Art and Design,http://miad.edu,WI
Moraine Park Technical College,http://morainepark.edu,WI
Milwaukee School of Engineering,http://msoe.edu,WI
Northland College,http://northland.edu,WI
Northcentral Technical College,http://ntc.edu,WI
Northeast Wisconsin Technical College,http://nwtc.edu,WI
Silver Lake College of the Holy Family,http://sl.edu,WI
Saint Norbert College,http://snc.edu,WI
Cardinal Stritch University,http://stritch.edu,WI
University of Wisconsin Colleges,http://uwc.edu,WI
University of Wisconsin Eau Claire,http://uwec.edu,WI
University of Wisconsin Extension,http://uwex.edu,WI
University of Wisconsin Green Bay,http://uwgb.edu,WI
University of Wisconsin La Crosse,http://uwlax.edu,WI
University of Wisconsin Milwaukee,http://uwm.edu,WI
University of Wisconsin Oshkosh,http://uwosh.edu,WI
University of Wisconsin Platteville,http://uwplatt.edu,WI
University of Wisconsin River Falls,http://uwrf.edu,WI
University of Wisconsin Stevens Point,http://uwsp.edu,WI
University of Wisconsin Superior,http://uwsuper.edu,WI
University of Wisconsin Whitewater,http://uww.edu,WI
Viterbo University,http://viterbo.edu,WI
Waukesha County Technical College,http://wctc.edu,WI
"University of Wisconsin, Madison",http://wisc.edu,WI
Wisconsin Indianhead Technical College,http://witc.edu,WI
Wisconsin Lutheran College,http://wlc.edu,WI
Wisconsin Technical College System,http://wtcsystem.edu,WI
Western Technical College,http://westerntc.edu,WI
American Public University System,http://apus.edu,WV
Concord University,http://concord.edu,WV
Eastern West Virgina Community and Technical College,http://easternwv.edu,WV
Fairmont State University,http://fairmontstate.edu,WV
Marshall University,http://marshall.edu,WV
Ohio Valley University,http://ovu.edu,WV
Pierpont Community and Technical College,http://pierpont.edu,WV
Shepherd University,http://shepherd.edu,WV
University of Charleston,http://ucwv.edu,WV
West Liberty University,http://westliberty.edu,WV
Wheeling Jesuit University,http://wju.edu,WV
West Virginia Northern Community College,http://wvncc.edu,WV
West Virginia State University,http://wvstateu.edu,WV
West Virginia University,http://wvu.edu,WV
West Virginia Wesleyan College,http://wvwc.edu,WV
Casper College,http://caspercollege.edu,WY
Central Wyoming College,http://cwc.edu,WY
National Outdoor Leadership School,http://nols.edu,WY
Northwest College,http://northwestcollege.edu,WY
Northern Wyoming Community College District,http://sheridan.edu,WY
University of Wyoming,http://uwyo.edu,WY
